"POLÍCIA RODOVIÁRIA FEDERAL
LOCAIS COM FISCALIZAÇÃO DE
VELOCIDADE POR RADAR PORTÁTIL
(Resolução 798/20 do CONTRAN)",,,
,,,
,,,
ESTADO (UF),RODOVIA (BR),KM INICIAL,KM FINAL
MG,262,"410,0","420,0"
MG,262,"420,0","430,0"
MG,262,"430,0","440,0"
MG,262,"440,0","450,0"
MG,262,"450,0","460,0"
MG,262,"630,0","640,0"
MG,262,"640,0","650,0"
MG,262,"650,0","660,0"
MG,262,"660,0","670,0"
MG,262,"690,0","700,0"
MG,262,"700,0","710,0"
MG,262,"710,0","720,0"
MG,262,"740,0","750,0"
MG,262,"780,0","790,0"
MG,262,"790,0","800,0"
MG,262,"800,0","810,0"
MG,267,"130,0","140,0"
MG,267,"130,0","140,0"
MG,267,"140,0","150,0"
MG,267,"150,0","160,0"
MG,267,"150,0","160,0"
MG,267,"160,0","170,0"
MG,267,"230,0","240,0"
MG,267,"240,0","250,0"
MG,267,"250,0","260,0"
MG,267,"280,0","290,0"
MG,267,"290,0","300,0"
MG,267,"300,0","303,3"
MG,354,"260,0","270,0"
MG,354,"710,0","720,0"
MG,354,"710,0","720,0"
MG,354,"720,0","730,0"
MG,354,"730,0","740,0"
MG,354,"740,0","750,0"
MG,356,"30,0","40,0"
MG,356,"260,0","270,0"
MG,356,"280,0","289,4"
MG,364,"10,0","20,0"
MG,364,"30,0","40,0"
MG,365,"10,0","20,0"
MG,365,"20,0","30,0"
MG,365,"39,0","49,0"
MG,365,"70,0","80,0"
MG,365,"90,0","100,0"
MG,365,"131,0","141,0"
MG,365,"160,0","170,0"
MG,365,"220,0","230,0"
MG,365,"240,0","250,0"
MG,365,"280,0","290,0"
MG,365,"340,0","350,0"
MG,365,"350,0","360,0"
MG,365,"360,0","370,0"
MG,365,"370,0","380,0"
MG,365,"380,0","390,0"
MG,365,"390,0","400,0"
MG,365,"420,0","430,0"
MG,365,"450,0","460,0"
MG,365,"460,0","470,0"
MG,365,"470,0","480,0"
MG,365,"470,0","480,0"
MG,365,"480,0","490,0"
MG,365,"600,0","610,0"
MG,365,"610,0","620,0"
MG,365,"620,0","630,0"
MG,365,"630,0","640,0"
MG,365,"648,0","658,0"
MG,365,"659,0","669,0"
MG,365,"670,0","680,0"
MG,381,"10,0","15,0"
MG,381,"160,0","170,0"
MG,381,"170,0","180,0"
MG,381,"180,0","190,0"
MG,381,"190,0","200,0"
MG,381,"210,0","220,0"
MG,381,"220,0","230,0"
MG,381,"240,0","250,0"
MG,381,"290,0","300,0"
MG,381,"300,0","310,0"
MG,381,"310,0","320,0"
MG,381,"320,0","330,0"
MG,381,"330,0","340,0"
MG,381,"340,0","350,0"
MG,381,"350,0","360,0"
MG,381,"360,0","370,0"
MG,381,"370,0","380,0"
MG,381,"380,0","390,0"
MG,381,"390,0","400,0"
MG,381,"400,0","410,0"
MG,381,"410,0","420,0"
MG,381,"420,0","430,0"
MG,381,"430,0","440,0"
MG,381,"440,0","450,0"
MG,381,"450,0","460,0"
MG,381,"470,0","480,0"
MG,381,"480,0","490,0"
MG,381,"490,0","500,0"
MG,381,"500,0","510,0"
MG,381,"510,0","520,0"
MG,381,"520,0","530,0"
MG,381,"530,0","540,0"
MG,381,"540,0","550,0"
MG,381,"550,0","560,0"
MG,381,"560,0","570,0"
MG,381,"570,0","580,0"
MG,381,"670,0","680,0"
MG,381,"720,0","730,0"
MG,381,"730,0","740,0"
MG,381,"740,0","750,0"
MG,381,"750,0","760,0"
MG,381,"760,0","770,0"
MG,381,"780,0","790,0"
MG,381,"790,0","800,0"
MG,381,"800,0","810,0"
MG,381,"810,0","820,0"
MG,381,"820,0","830,0"
MG,381,"830,0","840,0"
MG,381,"840,0","850,0"
MG,381,"850,0","860,0"
MG,381,"860,0","870,0"
MG,381,"870,0","880,0"
MG,381,"880,0","890,0"
MG,381,"890,0","900,0"
MG,381,"900,0","910,0"
MG,381,"910,0","920,0"
MG,381,"920,0","930,0"
MG,381,"930,0","940,0"
MG,381,"940,0","942,2"
MG,459,"10,0","20,0"
MG,459,"20,0","30,0"
MG,459,"60,0","70,0"
MG,459,"70,0","80,0"
MG,459,"80,0","90,0"
MG,459,"90,0","97,6"
MS,060,"0,0","10,0"
MS,060,"10,0","20,0"
MS,060,"20,0","30,0"
MS,060,"30,0","40,0"
MS,060,"40,0","50,0"
MS,060,"50,0","60,0"
MS,060,"180,0","190,0"
MS,060,"190,0","200,0"
MS,060,"200,0","210,0"
MS,060,"210,0","220,0"
MS,060,"220,0","230,0"
MS,060,"230,0","240,0"
MS,060,"370,0","380,0"
MS,060,"380,0","390,0"
MS,060,"390,0","400,0"
MS,060,"400,0","410,0"
MS,060,"410,0","420,0"
MS,060,"520,0","530,0"
MS,060,"540,0","550,0"
MS,060,"550,0","560,0"
MS,060,"560,0","570,0"
MS,060,"570,0","580,0"
MS,060,"590,0","600,0"
MS,060,"600,0","610,0"
MS,060,"610,0","620,0"
MS,060,"620,0","630,0"
MS,158,"10,0","20,0"
MS,158,"20,0","30,0"
MS,158,"30,0","40,0"
MS,158,"40,0","50,0"
MS,158,"60,0","70,0"
MS,158,"70,0","80,0"
MS,158,"80,0","90,0"
MS,158,"90,0","100,0"
MS,158,"100,0","110,0"
MS,158,"110,0","120,0"
MS,158,"120,0","130,0"
MS,158,"130,0","140,0"
MS,158,"140,0","150,0"
MS,158,"150,0","160,0"
MS,158,"160,0","170,0"
MS,158,"240,0","250,0"
MS,158,"250,0","260,0"
MS,158,"260,0","270,0"
MS,158,"280,0","290,0"
MS,163,"0,0","10,0"
MS,163,"10,0","20,0"
MS,163,"20,0","30,0"
MS,163,"30,0","40,0"
MS,163,"40,0","50,0"
MS,163,"50,0","60,0"
MS,163,"60,0","70,0"
MS,163,"70,0","80,0"
MS,163,"80,0","90,0"
MS,163,"100,0","110,0"
MS,163,"110,0","120,0"
MS,163,"120,0","130,0"
MS,163,"130,0","140,0"
MS,163,"140,0","150,0"
MS,163,"150,0","160,0"
MS,163,"160,0","170,0"
MS,163,"170,0","180,0"
MS,163,"180,0","190,0"
MS,163,"190,0","200,0"
MS,163,"200,0","210,0"
MS,163,"210,0","220,0"
MS,163,"220,0","230,0"
MS,163,"230,0","240,0"
MS,163,"240,0","250,0"
MS,163,"250,0","260,0"
MS,163,"260,0","270,0"
MS,163,"270,0","280,0"
MS,163,"280,0","290,0"
MS,163,"290,0","300,0"
MS,163,"300,0","310,0"
MS,163,"310,0","320,0"
MS,163,"320,0","330,0"
MS,163,"330,0","340,0"
MS,163,"340,0","350,0"
MS,163,"350,0","360,0"
MS,163,"360,0","370,0"
MS,163,"370,0","380,0"
MS,163,"380,0","390,0"
MS,163,"390,0","400,0"
MS,163,"400,0","410,0"
MS,163,"410,0","420,0"
MS,163,"430,0","440,0"
MS,163,"440,0","450,0"
MS,163,"450,0","460,0"
MS,163,"460,0","470,0"
MS,163,"470,0","480,0"
MS,163,"480,0","490,0"
MS,163,"490,0","500,0"
MS,163,"500,0","510,0"
MS,163,"510,0","520,0"
MS,163,"520,0","530,0"
MS,163,"530,0","540,0"
MS,163,"540,0","550,0"
MS,163,"550,0","560,0"
MS,163,"560,0","570,0"
MS,163,"570,0","580,0"
MS,163,"580,0","590,0"
MS,163,"590,0","600,0"
MS,163,"600,0","610,0"
MS,163,"610,0","620,0"
MS,163,"620,0","630,0"
MS,163,"630,0","640,0"
MS,163,"650,0","660,0"
MS,163,"660,0","670,0"
MS,163,"670,0","680,0"
MS,163,"680,0","690,0"
MS,163,"690,0","700,0"
MS,163,"710,0","720,0"
MS,163,"720,0","730,0"
MS,163,"730,0","740,0"
MS,163,"740,0","750,0"
MS,163,"750,0","760,0"
MS,163,"760,0","770,0"
MS,163,"760,0","770,0"
MS,163,"770,0","780,0"
MS,163,"780,0","790,0"
MS,163,"790,0","800,0"
MS,163,"800,0","810,0"
MS,163,"810,0","820,0"
MS,163,"820,0","830,0"
MS,163,"830,0","840,0"
MS,163,"840,0","850,0"
MS,262,"40,0","50,0"
MS,262,"50,0","60,0"
MS,262,"60,0","70,0"
MS,262,"70,0","80,0"
MS,262,"80,0","90,0"
MS,262,"90,0","100,0"
MS,262,"120,0","130,0"
MS,262,"130,0","140,0"
MS,262,"140,0","150,0"
MS,262,"170,0","180,0"
MS,262,"260,0","270,0"
MS,262,"270,0","280,0"
MS,262,"280,0","290,0"
MS,262,"290,0","300,0"
MS,262,"310,0","320,0"
MS,262,"340,0","350,0"
MS,262,"350,0","360,0"
MS,262,"360,0","370,0"
MS,262,"370,0","380,0"
MS,262,"380,0","390,0"
MS,262,"390,0","400,0"
MS,262,"400,0","410,0"
MS,262,"410,0","420,0"
MS,262,"420,0","430,0"
MS,262,"430,0","440,0"
MS,262,"440,0","450,0"
MS,262,"450,0","460,0"
MS,262,"460,0","470,0"
MS,262,"470,0","480,0"
MS,262,"480,0","490,0"
MS,262,"490,0","500,0"
MS,262,"500,0","510,0"
MS,262,"510,0","520,0"
MS,262,"520,0","530,0"
MS,262,"530,0","540,0"
MS,262,"540,0","550,0"
MS,262,"550,0","560,0"
MS,262,"560,0","570,0"
MS,262,"570,0","580,0"
MS,262,"580,0","590,0"
MS,262,"590,0","600,0"
MS,262,"600,0","610,0"
MS,262,"610,0","620,0"
MS,262,"620,0","630,0"
MS,262,"630,0","640,0"
MS,262,"640,0","650,0"
MS,262,"650,0","660,0"
MS,262,"660,0","670,0"
MS,262,"670,0","680,0"
MS,262,"680,0","690,0"
MS,262,"690,0","700,0"
MS,262,"700,0","710,0"
MS,262,"710,0","720,0"
MS,262,"720,0","730,0"
MS,262,"730,0","740,0"
MS,262,"740,0","750,0"
MS,262,"750,0","760,0"
MS,262,"760,0","770,0"
MS,267,"0,0","10,0"
MS,267,"10,0","20,0"
MS,267,"20,0","30,0"
MS,267,"30,0","40,0"
MS,267,"40,0","50,0"
MS,267,"50,0","60,0"
MS,267,"160,0","170,0"
MS,267,"170,0","180,0"
MS,267,"180,0","190,0"
MS,267,"200,0","210,0"
MS,267,"360,0","370,0"
MS,267,"370,0","380,0"
MS,267,"380,0","390,0"
MS,267,"440,0","450,0"
MS,267,"450,0","460,0"
MS,267,"460,0","470,0"
MS,267,"470,0","480,0"
MS,267,"480,0","490,0"
MS,267,"490,0","500,0"
MS,267,"500,0","510,0"
MS,267,"510,0","520,0"
MS,267,"520,0","530,0"
MS,376,"10,0","20,0"
MS,376,"20,0","30,0"
MS,376,"30,0","40,0"
MS,376,"40,0","50,0"
MS,376,"50,0","60,0"
MS,376,"60,0","70,0"
MS,376,"70,0","80,0"
MS,376,"110,0","120,0"
MS,376,"120,0","130,0"
MS,376,"130,0","140,0"
MS,376,"160,0","170,0"
MS,436,"0,0","10,0"
MS,436,"10,0","20,0"
MS,463,"0,0","10,0"
MS,463,"10,0","20,0"
MS,463,"20,0","30,0"
MS,463,"30,0","40,0"
MS,463,"40,0","50,0"
MS,463,"70,0","80,0"
MS,463,"80,0","90,0"
MS,463,"90,0","100,0"
MS,463,"100,0","110,0"
MT,174,"580,0","590,0"
MT,070,"0,0","10,0"
MT,070,"10,0","20,0"
MT,070,"20,0","30,0"
MT,070,"30,0","40,0"
MT,070,"30,0","40,0"
MT,070,"70,0","80,0"
MT,070,"70,0","80,0"
MT,070,"110,0","120,0"
MT,070,"220,0","230,0"
MT,070,"230,0","240,0"
MT,070,"290,0","300,0"
MT,070,"290,0","300,0"
MT,070,"300,0","310,0"
MT,070,"310,0","320,0"
MT,070,"320,0","340,0"
MT,070,"370,0","380,0"
MT,070,"370,0","380,0"
MT,070,"500,0","510,0"
MT,070,"510,0","520,0"
MT,070,"520,0","530,0"
MT,070,"530,0","540,0"
MT,070,"540,0","550,0"
MT,070,"640,0","650,0"
MT,070,"640,0","650,0"
MT,070,"650,0","660,0"
MT,070,"660,0","670,0"
MT,070,"700,0","710,0"
MT,070,"700,0","710,0"
MT,070,"710,0","720,0"
MT,070,"710,0","720,0"
MT,070,"720,0","730,0"
MT,070,"730,0","740,0"
MT,070,"740,0","750,0"
MT,158,"530,0","540,0"
MT,158,"550,0","560,0"
MT,158,"610,0","620,0"
MT,158,"630,0","640,0"
MT,158,"640,0","650,0"
MT,158,"710,0","720,0"
MT,158,"760,0","770,0"
MT,163,"80,0","90,0"
MT,163,"90,0","100,0"
MT,163,"100,0","110,0"
MT,163,"110,0","120,0"
MT,163,"120,0","130,0"
MT,163,"500,0","510,0"
MT,163,"510,0","520,0"
MT,163,"520,0","530,0"
MT,163,"530,0","540,0"
MT,163,"540,0","550,0"
MT,163,"550,0","560,0"
MT,163,"570,0","580,0"
MT,163,"580,0","590,0"
MT,163,"600,0","610,0"
MT,163,"610,0","620,0"
MT,163,"630,0","640,0"
MT,163,"640,0","650,0"
MT,163,"650,0","660,0"
MT,163,"660,0","670,0"
MT,163,"670,0","680,0"
MT,163,"680,0","690,0"
MT,163,"690,0","700,0"
MT,163,"700,0","710,0"
MT,163,"710,0","720,0"
MT,163,"720,0","730,0"
MT,163,"730,0","740,0"
MT,163,"740,0","750,0"
MT,163,"750,0","760,0"
MT,163,"760,0","770,0"
MT,163,"770,0","780,0"
MT,163,"780,0","790,0"
MT,163,"790,0","800,0"
MT,163,"800,0","810,0"
MT,163,"810,0","820,0"
MT,163,"820,0","830,0"
MT,163,"830,0","840,0"
MT,163,"840,0","850,0"
MT,163,"850,0","860,0"
MT,163,"860,0","870,0"
MT,163,"870,0","880,0"
MT,163,"900,0","910,0"
MT,163,"940,0","950,0"
MT,163,"970,0","980,0"
MT,163,"1.010,0","1.020,0"
MT,163,"1.030,0","1.040,0"
MT,163,"1.070,0","1.080,0"
MT,163,"1.100,0","1.110,0"
MT,174,"0,0","10,0"
MT,174,"10,0","20,0"
MT,174,"20,0","30,0"
MT,174,"80,0","90,0"
MT,174,"90,0","100,0"
MT,174,"250,0","260,0"
MT,174,"270,0","280,0"
MT,174,"280,0","290,0"
MT,174,"290,0","300,0"
MT,174,"310,0","320,0"
MT,174,"350,0","360,0"
MT,174,"430,0","440,0"
MT,174,"470,0","480,0"
MT,174,"480,0","490,0"
MT,174,"490,0","500,0"
MT,174,"580,0","588,8"
MT,174,"588,8","590,0"
MT,364,"180,0","190,0"
MT,364,"190,0","200,0"
MT,364,"200,0","210,0"
MT,364,"210,0","220,0"
MT,364,"220,0","230,0"
MT,364,"230,0","240,0"
MT,364,"240,0","250,0"
MT,364,"250,0","260,0"
MT,364,"260,0","270,0"
MT,364,"270,0","280,0"
MT,364,"280,0","290,0"
MT,364,"290,0","300,0"
MT,364,"330,0","340,0"
MT,364,"340,0","350,0"
MT,364,"350,0","360,0"
MT,364,"370,0","380,0"
MT,364,"420,0","430,0"
MT,364,"430,0","440,0"
MT,364,"440,0","450,0"
MT,364,"450,0","460,0"
MT,364,"460,0","470,0"
MT,364,"470,0","480,0"
MT,364,"560,0","570,0"
MT,364,"580,0","590,0"
MT,364,"590,0","600,0"
MT,364,"600,0","610,0"
MT,364,"610,0","620,0"
MT,364,"620,0","630,0"
MT,364,"630,0","640,0"
MT,364,"1.150,0","1.160,0"
MT,364,"1.160,0","1.170,0"
MT,364,"1.180,0","1.190,0"
MT,364,"1.190,0","1.200,0"
MT,364,"1.200,0","1.210,0"
MT,364,"1.210,0","1.220,0"
MT,364,"1.220,0","1.230,0"
MT,364,"1.230,0","1.240,0"
PA,010,"0,0","10,0"
PA,010,"10,0","20,0"
PA,010,"20,0","30,0"
PA,010,"40,0","50,0"
PA,010,"50,0","60,0"
PA,010,"60,0","70,0"
PA,010,"70,0","80,0"
PA,010,"110,0","120,0"
PA,010,"150,0","160,0"
PA,010,"160,0","170,0"
PA,010,"160,0","170,0"
PA,010,"170,0","180,0"
PA,010,"180,0","190,0"
PA,010,"180,0","190,0"
PA,010,"200,0","210,0"
PA,010,"200,0","210,0"
PA,010,"210,0","220,0"
PA,010,"220,0","230,0"
PA,010,"230,0","240,0"
PA,010,"240,0","250,0"
PA,010,"250,0","260,0"
PA,010,"280,0","290,0"
PA,010,"320,0","330,0"
PA,153,"40,0","50,0"
PA,153,"50,0","60,0"
PA,153,"60,0","70,0"
PA,153,"70,0","80,0"
PA,153,"80,0","90,0"
PA,153,"90,0","100,0"
PA,153,"100,0","110,0"
PA,153,"110,0","120,0"
PA,153,"120,0","130,0"
PA,153,"130,0","140,0"
PA,153,"140,0","150,0"
PA,155,"250,0","260,0"
PA,155,"260,0","270,0"
PA,155,"270,0","280,0"
PA,155,"280,0","290,0"
PA,155,"290,0","300,0"
PA,155,"300,0","310,0"
PA,155,"310,0","320,0"
PA,155,"320,0","330,0"
PA,155,"330,0","340,0"
PA,163,"600,0","610,0"
PA,163,"610,0","620,0"
PA,163,"620,0","630,0"
PA,163,"630,0","640,0"
PA,163,"640,0","650,0"
PA,163,"650,0","660,0"
PA,163,"960,0","970,0"
PA,163,"970,0","980,0"
PA,163,"980,0","990,0"
PA,163,"990,0","1.000,0"
PA,222,"20,0","30,0"
PA,222,"40,0","50,0"
PA,222,"70,0","80,0"
PA,222,"80,0","90,0"
PA,222,"140,0","150,0"
PA,222,"150,0","160,0"
PA,222,"160,0","170,0"
PA,222,"170,0","180,0"
PA,222,"180,0","190,0"
PA,222,"190,0","200,0"
PA,222,"200,0","210,0"
PA,222,"210,0","220,0"
PA,222,"290,0","300,0"
PA,222,"300,0","310,0"
PA,230,"50,0","60,0"
PA,230,"80,0","90,0"
PA,230,"90,0","100,0"
PA,230,"100,0","110,0"
PA,230,"110,0","120,0"
PA,230,"120,0","130,0"
PA,230,"130,0","140,0"
PA,230,"140,0","150,0"
PA,230,"150,0","160,0"
PA,230,"160,0","170,0"
PA,230,"170,0","180,0"
PA,230,"180,0","190,0"
PA,230,"190,0","200,0"
PA,230,"200,0","210,0"
PA,230,"210,0","220,0"
PA,230,"220,0","230,0"
PA,230,"230,0","240,0"
PA,230,"240,0","250,0"
PA,230,"250,0","260,0"
PA,230,"260,0","270,0"
PA,230,"270,0","280,0"
PA,230,"280,0","290,0"
PA,230,"290,0","300,0"
PA,230,"330,0","340,0"
PA,230,"340,0","350,0"
PA,230,"350,0","360,0"
PA,230,"470,0","480,0"
PA,230,"480,0","490,0"
PA,230,"570,0","580,0"
PA,230,"590,0","600,0"
PA,230,"600,0","610,0"
PA,230,"610,0","620,0"
PA,230,"620,0","630,0"
PA,230,"630,0","640,0"
PA,230,"660,0","670,0"
PA,230,"670,0","680,0"
PA,230,"700,0","710,0"
PA,230,"710,0","720,0"
PA,230,"720,0","730,0"
PA,230,"730,0","740,0"
PA,230,"740,0","750,0"
PA,230,"1.090,0","1.100,0"
PA,230,"1.100,0","1.110,0"
PA,230,"1.110,0","1.120,0"
PA,230,"1.120,0","1.130,0"
PA,230,"1.130,0","1.140,0"
PA,308,"150,0","160,0"
PA,308,"160,0","170,0"
PA,308,"170,0","180,0"
PA,308,"180,0","190,0"
PA,308,"190,0","200,0"
PA,308,"200,0","210,0"
PA,308,"210,0","220,0"
PA,308,"220,0","230,0"
PA,316,"20,0","30,0"
PA,316,"30,0","40,0"
PA,316,"40,0","50,0"
PA,316,"50,0","60,0"
PA,316,"60,0","70,0"
PA,316,"70,0","80,0"
PA,316,"80,0","90,0"
PA,316,"90,0","100,0"
PA,316,"100,0","110,0"
PA,316,"110,0","120,0"
PA,316,"120,0","130,0"
PA,316,"130,0","140,0"
PA,316,"140,0","150,0"
PA,316,"150,0","160,0"
PA,316,"160,0","170,0"
PA,316,"170,0","180,0"
PA,316,"180,0","190,0"
PA,316,"190,0","200,0"
PA,316,"200,0","210,0"
PA,316,"210,0","220,0"
PA,316,"220,0","230,0"
PA,316,"230,0","240,0"
PA,316,"240,0","250,0"
PA,316,"250,0","260,0"
PA,316,"260,0","270,0"
PA,316,"270,0","280,0"
PA,422,"0,0","10,0"
PA,422,"10,0","20,0"
PA,422,"20,0","30,0"
PA,422,"30,0","40,0"
PA,422,"60,0","70,0"
PA,422,"70,0","80,0"
PB,101,"20,0","30,0"
PB,101,"0,0","10,0"
PB,101,"10,0","20,0"
PB,101,"40,0","50,0"
PB,101,"50,0","60,0"
PB,101,"60,0","70,0"
PB,101,"70,0","80,0"
PB,101,"80,0","90,0"
PB,101,"90,0","100,0"
PB,101,"100,0","110,0"
PB,101,"110,0","120,0"
PB,101,"120,0","127,7"
PB,104,"60,0","70,0"
PB,104,"100,0","110,0"
PB,104,"130,0","140,0"
PB,104,"140,0","150,0"
PB,104,"150,0","160,0"
PB,104,"170,0","180,0"
PB,230,"0,0","10,0"
PB,230,"10,0","20,0"
PB,230,"20,0","30,0"
PB,230,"40,0","50,0"
PB,230,"50,0","60,0"
PB,230,"60,0","70,0"
PB,230,"70,0","80,0"
PB,230,"110,0","120,0"
PB,230,"120,0","130,0"
PB,230,"130,0","140,0"
PB,230,"140,0","150,0"
PB,230,"150,0","160,0"
PB,230,"160,0","170,0"
PB,230,"170,0","180,0"
PB,230,"180,0","190,0"
PB,230,"190,0","200,0"
PB,230,"200,0","210,0"
PB,230,"220,0","230,0"
PB,230,"290,0","300,0"
PB,230,"320,0","330,0"
PB,230,"330,0","340,0"
PB,230,"350,0","360,0"
PB,230,"380,0","390,0"
PB,230,"450,0","460,0"
PB,230,"460,0","470,0"
PB,230,"470,0","480,0"
PB,230,"480,0","490,0"
PB,230,"490,0","500,0"
PB,230,"500,0","510,0"
PB,230,"510,0","517,0"
PB,412,"0,0","10,0"
PB,412,"10,0","20,0"
PB,412,"20,0","26,0"
PE,101,"0,0","10,0"
PE,101,"10,0","20,0"
PE,101,"20,0","30,0"
PE,101,"30,0","40,0"
PE,101,"40,0","50,0"
PE,101,"50,0","60,0"
PE,101,"60,0","70,0"
PE,101,"70,0","80,0"
PE,101,"80,0","90,0"
PE,101,"90,0","100,0"
PE,101,"100,0","110,0"
PE,101,"110,0","120,0"
PE,101,"180,0","190,0"
PE,101,"190,0","200,0"
PE,101,"200,0","210,0"
PE,104,"30,0","40,0"
PE,104,"40,0","50,0"
PE,116,"20,0","30,0"
PE,116,"30,0","40,0"
PE,116,"40,0","50,0"
PE,116,"50,0","60,0"
PE,232,"0,0","10,0"
PE,232,"10,0","20,0"
PE,232,"20,0","30,0"
PE,232,"30,0","40,0"
PE,232,"40,0","42,9"
PE,232,"50,0","53,7"
PE,232,"60,0","70,0"
PE,232,"70,0","80,0"
PE,232,"80,0","90,0"
PE,232,"90,0","100,0"
PE,232,"100,0","110,0"
PE,232,"110,0","120,0"
PE,232,"120,0","130,0"
PE,232,"130,0","140,0"
PE,232,"160,0","170,0"
PE,232,"170,0","180,0"
PE,232,"180,0","190,0"
PE,232,"250,0","260,0"
PE,232,"260,0","270,0"
PE,232,"270,0","280,0"
PE,232,"280,0","290,0"
PE,232,"370,0","380,0"
PE,232,"390,0","400,0"
PE,232,"400,0","410,0"
PE,232,"410,0","420,0"
PE,232,"440,0","450,0"
PE,232,"450,0","460,0"
PE,232,"460,0","470,0"
PE,232,"480,0","490,0"
PE,232,"490,0","500,0"
PE,232,"500,0","510,0"
PE,232,"510,0","520,0"
PE,232,"520,0","530,0"
PE,232,"530,0","540,0"
PE,407,"10,0","20,0"
PE,407,"20,0","30,0"
PE,407,"30,0","40,0"
PE,407,"50,0","60,0"
PE,407,"60,0","70,0"
PE,407,"70,0","80,0"
PE,407,"90,0","100,0"
PE,407,"100,0","110,0"
PE,407,"110,0","120,0"
PE,407,"120,0","130,0"
PE,408,"50,0","60,0"
PE,408,"70,0","80,0"
PE,408,"80,0","90,0"
PE,408,"90,0","100,0"
PE,408,"100,0","105,8"
PE,423,"50,0","60,0"
PE,423,"70,0","80,0"
PE,423,"80,0","90,0"
PE,423,"90,0","100,0"
PE,423,"100,0","110,0"
PE,423,"110,0","120,0"
PE,424,"50,0","60,0"
PE,424,"60,0","70,0"
PE,424,"70,0","80,0"
PE,424,"80,0","90,0"
PE,424,"90,0","100,0"
PE,428,"10,0","20,0"
PE,428,"60,0","70,0"
PE,428,"100,0","110,0"
PE,428,"130,0","140,0"
PE,428,"170,0","180,0"
PE,428,"180,0","190,0"
PE,428,"190,0","197,6"
PI,020,"330,0","340,0"
PI,020,"380,0","390,0"
PI,020,"400,0","410,0"
PI,135,"60,0","70,0"
PI,135,"70,0","80,0"
PI,135,"80,0","90,0"
PI,135,"260,0","270,0"
PI,135,"290,0","300,0"
PI,135,"310,0","320,0"
PI,135,"400,0","410,0"
PI,135,"410,0","420,0"
PI,135,"420,0","430,0"
PI,135,"430,0","440,0"
PI,135,"440,0","450,0"
PI,135,"450,0","460,0"
PI,135,"460,0","470,0"
PI,135,"470,0","480,0"
PI,135,"490,0","500,0"
PI,135,"500,0","510,0"
PI,135,"510,0","520,0"
PI,135,"570,0","580,0"
PI,135,"580,0","590,0"
PI,135,"590,0","600,0"
PI,222,"0,0","10,0"
PI,222,"60,0","70,0"
PI,222,"70,0","77,6"
PI,222,"80,0","90,0"
PI,222,"110,0","120,0"
PI,222,"120,0","130,0"
PI,222,"130,0","140,0"
PI,222,"140,0","150,0"
PI,230,"10,0","20,0"
PI,230,"190,0","200,0"
PI,230,"250,0","260,0"
PI,230,"300,0","310,0"
PI,230,"310,0","310,5"
PI,316,"0,0","10,0"
PI,316,"10,0","20,0"
PI,316,"20,0","30,0"
PI,316,"30,0","40,0"
PI,316,"40,0","50,0"
PI,316,"50,0","60,0"
PI,316,"60,0","70,0"
PI,316,"70,0","80,0"
PI,316,"80,0","90,0"
PI,316,"100,0","110,0"
PI,316,"110,0","120,0"
PI,316,"120,0","130,0"
PI,316,"130,0","140,0"
PI,316,"140,0","150,0"
PI,316,"150,0","160,0"
PI,316,"160,0","170,0"
PI,316,"220,0","230,0"
PI,316,"230,0","240,0"
PI,316,"240,0","250,0"
PI,316,"280,0","290,0"
PI,316,"290,0","300,0"
PI,316,"300,0","310,0"
PI,316,"310,0","320,0"
PI,316,"320,0","330,0"
PI,316,"390,0","400,0"
PI,316,"400,0","410,0"
PI,316,"410,0","417,8"
PI,343,"0,0","10,0"
PI,343,"10,0","20,0"
PI,343,"20,0","30,0"
PI,343,"30,0","40,0"
PI,343,"50,0","60,0"
PI,343,"70,0","80,0"
PI,343,"80,0","90,0"
PI,343,"130,0","140,0"
PI,343,"150,0","160,0"
PI,343,"160,0","170,0"
PI,343,"170,0","180,0"
PI,343,"180,0","190,0"
PI,343,"190,0","200,0"
PI,343,"200,0","210,0"
PI,343,"210,0","220,0"
PI,343,"230,0","240,0"
PI,343,"250,0","260,0"
PI,343,"260,0","270,0"
PI,343,"270,0","280,0"
PI,343,"280,0","290,0"
PI,343,"290,0","300,0"
PI,343,"300,0","310,0"
PI,343,"310,0","320,0"
PI,343,"320,0","330,0"
PI,343,"330,0","340,0"
PI,343,"340,0","350,0"
PI,343,"460,0","470,0"
PI,343,"480,0","490,0"
PI,343,"490,0","500,0"
PI,343,"520,0","530,0"
PI,343,"550,0","560,0"
PI,343,"570,0","580,0"
PI,343,"580,0","590,0"
PI,343,"590,0","600,0"
PI,343,"600,0","610,0"
PI,343,"630,0","640,0"
PI,343,"640,0","650,0"
PI,343,"650,0","655,3"
PI,402,"0,0","10,0"
PI,402,"30,0","40,0"
PI,402,"40,0","50,0"
PI,407,"430,0","440,0"
PI,407,"440,0","450,0"
PI,407,"450,0","460,0"
PI,407,"460,0","470,0"
PI,407,"500,0","510,0"
PI,407,"560,0","570,0"
PR,116,"30,0","40,0"
PR,116,"70,0","80,0"
PR,116,"160,0","170,0"
PR,116,190,"200,0"
PR,116,210,"220,0"
PR,163,"110,0","120,0"
PR,163,"300,0","310,0"
PR,376,"610,0","620,0"
PR,116,"0,0","10,0"
PR,116,"10,0","20,0"
PR,116,"20,0","30,0"
PR,116,"50,0","60,0"
PR,116,"60,0","70,0"
